"ContactID"	"LeadID"	"BCID"	"Best Time to Call"	"Memo"	"Date"	"Status"	"Recontact Date"	"Recontact Time"	"Presentation Scheduled"	"Presentation Scheduled Set With"	"Presentation Viewed"	"Presentation Score"	"Expert Date"	"Expert Time"	"Expert Set With"	"Expert Topic"	"Expert Timeframe"	"Expert Time Confirmation"
126807	304100	437			10/22/2009 12:55:56	"FP"					0							0
126808	304101	437			10/22/2009 12:55:56	"FP"					0							0
126809	304102	437			10/22/2009 12:55:56	"FP"					0							0
126810	304103	437			10/22/2009 12:55:56	"FP"					0							0
126811	304104	437			10/22/2009 12:55:56	"FP"					0							0
126812	304105	437			10/22/2009 12:55:56	"FP"					0							0
126813	304106	437			10/22/2009 12:55:56	"FP"					0							0
126814	304212	437			10/22/2009 12:55:56	"FP"					0							0
126815	304247	437			10/22/2009 12:55:56	"FP"					0							0
126816	304248	437			10/22/2009 12:55:56	"FP"					0							0
126817	304249	437			10/22/2009 12:55:56	"FP"					0							0
126818	304282	437			10/22/2009 12:55:56	"FP"					0							0
126819	304283	437			10/22/2009 12:55:56	"FP"					0							0
126820	304316	437			10/22/2009 12:55:56	"FP"					0							0
126821	304317	437			10/22/2009 12:55:56	"FP"					0							0
126822	304350	437			10/22/2009 12:55:56	"FP"					0							0
126823	304351	437			10/22/2009 12:55:56	"FP"					0							0
126824	304352	437			10/22/2009 12:55:56	"FP"					0							0
126825	304353	437			10/22/2009 12:55:56	"FP"					0							0
126826	304354	437			10/22/2009 12:55:56	"FP"					0							0
126827	304355	437			10/22/2009 12:55:56	"FP"					0							0
126828	304356	437			10/22/2009 12:55:56	"FP"					0							0
126829	304357	437			10/22/2009 12:55:56	"FP"					0							0
126830	304564	437			10/22/2009 12:55:56	"FP"					0							0
126831	304600	437			10/22/2009 12:55:56	"FP"					0							0
126832	304605	437			10/22/2009 12:55:56	"FP"					0							0
126833	304648	437			10/22/2009 12:55:56	"FP"					0							0
126834	304649	437			10/22/2009 12:55:56	"FP"					0							0
126835	304682	437			10/22/2009 12:55:56	"FP"					0							0
126836	304689	437			10/22/2009 12:55:56	"FP"					0							0
126837	304690	437			10/22/2009 12:55:56	"FP"					0							0
126838	304691	437			10/22/2009 12:55:56	"FP"					0							0
126839	304692	437			10/22/2009 12:55:56	"FP"					0							0
126840	304716	437			10/22/2009 12:55:56	"FP"					0							0
126841	304729	437			10/22/2009 12:55:56	"FP"					0							0
126842	304730	437			10/22/2009 12:55:56	"FP"					0							0
126843	304731	437			10/22/2009 12:55:56	"FP"					0							0
126844	304792	437			10/22/2009 12:55:56	"FP"					0							0
126845	304793	437			10/22/2009 12:55:56	"FP"					0							0
126846	304794	437			10/22/2009 12:55:56	"FP"					0							0
126847	304795	437			10/22/2009 12:55:56	"FP"					0							0
126848	304796	437			10/22/2009 12:55:56	"FP"					0							0
126849	304880	437			10/22/2009 12:55:56	"FP"					0							0
126850	304884	437			10/22/2009 12:55:56	"FP"					0							0
126851	304885	437			10/22/2009 12:55:56	"FP"					0							0
126852	304920	437			10/22/2009 12:55:56	"FP"					0							0
126853	304936	437			10/22/2009 12:55:56	"FP"					0							0
126854	304966	437			10/22/2009 12:55:56	"FP"					0							0
126855	305005	437			10/22/2009 12:55:56	"FP"					0							0
126856	305009	437			10/22/2009 12:55:56	"FP"					0							0
126857	305054	437			10/22/2009 12:55:56	"FP"					0							0
126858	305055	437			10/22/2009 12:55:56	"FP"					0							0
126859	305056	437			10/22/2009 12:55:56	"FP"					0							0
126860	305057	437			10/22/2009 12:55:56	"FP"					0							0
126861	305111	437			10/22/2009 12:55:56	"FP"					0							0
126862	305112	437			10/22/2009 12:55:56	"FP"					0							0
126863	305168	437			10/22/2009 12:55:56	"FP"					0							0
126864	305185	437			10/22/2009 12:55:56	"FP"					0							0
126865	305189	437			10/22/2009 12:55:56	"FP"					0							0
126866	305190	437			10/22/2009 12:55:56	"FP"					0							0
126867	305232	437			10/22/2009 12:55:56	"FP"					0							0
126868	305240	437			10/22/2009 12:55:56	"FP"					0							0
126869	305248	437			10/22/2009 12:55:56	"FP"					0							0
126870	305252	437			10/22/2009 12:55:56	"FP"					0							0
126871	305260	437			10/22/2009 12:55:56	"FP"					0							0
126872	305261	437			10/22/2009 12:55:56	"FP"					0							0
126873	305262	437			10/22/2009 12:55:56	"FP"					0							0
126874	305263	437			10/22/2009 12:55:56	"FP"					0							0
126875	305301	437			10/22/2009 12:55:56	"FP"					0							0
126876	305302	437			10/22/2009 12:55:56	"FP"					0							0
126877	305343	437			10/22/2009 12:55:56	"FP"					0							0
126878	305344	437			10/22/2009 12:55:56	"FP"					0							0
126879	305345	437			10/22/2009 12:55:56	"FP"					0							0
126880	305435	437			10/22/2009 12:55:56	"FP"					0							0
126881	305459	437			10/22/2009 12:55:56	"FP"					0							0
126882	305460	437			10/22/2009 12:55:56	"FP"					0							0
126883	305475	437			10/22/2009 12:55:56	"FP"					0							0
126884	305506	437			10/22/2009 12:55:56	"FP"					0							0
126885	305530	437			10/22/2009 12:55:56	"FP"					0							0
126886	305552	437			10/22/2009 12:55:56	"FP"					0							0
126887	305553	437			10/22/2009 12:55:56	"FP"					0							0
126888	305600	437			10/22/2009 12:55:56	"FP"					0							0
126889	305605	437			10/22/2009 12:55:56	"FP"					0							0
126890	305613	437			10/22/2009 12:55:56	"FP"					0							0
126891	305631	437			10/22/2009 12:55:56	"FP"					0							0
126892	305632	437			10/22/2009 12:55:56	"FP"					0							0
126893	305633	437			10/22/2009 12:55:56	"FP"					0							0
126894	305634	437			10/22/2009 12:55:56	"FP"					0							0
126895	305635	437			10/22/2009 12:55:56	"FP"					0							0
126896	305681	437			10/22/2009 12:55:56	"FP"					0							0
126897	305700	437			10/22/2009 12:55:56	"FP"					0							0
126898	305714	437			10/22/2009 12:55:56	"FP"					0							0
126899	305715	437			10/22/2009 12:55:56	"FP"					0							0
126900	305716	437			10/22/2009 12:55:56	"FP"					0							0
126901	305717	437			10/22/2009 12:55:56	"FP"					0							0
126902	305718	437			10/22/2009 12:55:56	"FP"					0							0
126903	305719	437			10/22/2009 12:55:56	"FP"					0							0
126904	305720	437			10/22/2009 12:55:56	"FP"					0							0
126905	305721	437			10/22/2009 12:55:56	"FP"					0							0
126906	305795	437			10/22/2009 12:55:56	"FP"					0							0
126907	305829	437			10/22/2009 12:55:56	"FP"					0							0
126908	305834	437			10/22/2009 12:55:56	"FP"					0							0
126909	305838	437			10/22/2009 12:55:56	"FP"					0							0
126910	305840	437			10/22/2009 12:55:56	"FP"					0							0
126911	305849	437			10/22/2009 12:55:56	"FP"					0							0
126912	305853	437			10/22/2009 12:55:56	"FP"					0							0
126913	305861	437			10/22/2009 12:55:56	"FP"					0							0
126914	305862	437			10/22/2009 12:55:56	"FP"					0							0
126915	305863	437			10/22/2009 12:55:56	"FP"					0							0
126916	305873	437			10/22/2009 12:55:56	"FP"					0							0
126917	305880	437			10/22/2009 12:55:56	"FP"					0							0
126918	305881	437			10/22/2009 12:55:56	"FP"					0							0
126919	305919	437			10/22/2009 12:55:56	"FP"					0							0
126920	305920	437			10/22/2009 12:55:56	"FP"					0							0
126921	305921	437			10/22/2009 12:55:56	"FP"					0							0
126922	305950	437			10/22/2009 12:55:56	"FP"					0							0
126923	305951	437			10/22/2009 12:55:56	"FP"					0							0
126924	306008	437			10/22/2009 12:55:56	"FP"					0							0
126925	306009	437			10/22/2009 12:55:56	"FP"					0							0
126926	306010	437			10/22/2009 12:55:56	"FP"					0							0
126927	306011	437			10/22/2009 12:55:56	"FP"					0							0
126928	306012	437			10/22/2009 12:55:56	"FP"					0							0
126929	306013	437			10/22/2009 12:55:56	"FP"					0							0
126930	306014	437			10/22/2009 12:55:56	"FP"					0							0
126931	306015	437			10/22/2009 12:55:56	"FP"					0							0
126932	306016	437			10/22/2009 12:55:56	"FP"					0							0
126933	306017	437			10/22/2009 12:55:56	"FP"					0							0
126934	306018	437			10/22/2009 12:55:56	"FP"					0							0
126935	306159	437			10/22/2009 12:55:56	"FP"					0							0
126936	306160	437			10/22/2009 12:55:56	"FP"					0							0
126937	306161	437			10/22/2009 12:55:56	"FP"					0							0
126938	306269	437			10/22/2009 12:55:56	"FP"					0							0
126939	306270	437			10/22/2009 12:55:56	"FP"					0							0
126940	306374	437			10/22/2009 12:55:56	"FP"					0							0
126941	306375	437			10/22/2009 12:55:56	"FP"					0							0
126942	306376	437			10/22/2009 12:55:56	"FP"					0							0
126943	306377	437			10/22/2009 12:55:56	"FP"					0							0
126944	306378	437			10/22/2009 12:55:56	"FP"					0							0
126945	306379	437			10/22/2009 12:55:56	"FP"					0							0
126946	306474	437			10/22/2009 12:55:56	"FP"					0							0
126947	306475	437			10/22/2009 12:55:56	"FP"					0							0
126948	306476	437			10/22/2009 12:55:56	"FP"					0							0
126949	306477	437			10/22/2009 12:55:56	"FP"					0							0
126950	306511	437			10/22/2009 12:55:56	"FP"					0							0
126951	306555	437			10/22/2009 12:55:56	"FP"					0							0
126952	306556	437			10/22/2009 12:55:56	"FP"					0							0
126953	306609	437			10/22/2009 12:55:56	"FP"					0							0
126954	306622	437			10/22/2009 12:55:56	"FP"					0							0
126955	306666	437			10/22/2009 12:55:56	"FP"					0							0
126956	306667	437			10/22/2009 12:55:56	"FP"					0							0
126957	306699	437			10/22/2009 12:55:56	"FP"					0							0
126958	306711	437			10/22/2009 12:55:56	"FP"					0							0
126959	306712	437			10/22/2009 12:55:56	"FP"					0							0
126960	306734	437			10/22/2009 12:55:56	"FP"					0							0
126961	306759	437			10/22/2009 12:55:56	"FP"					0							0
126962	306760	437			10/22/2009 12:55:56	"FP"					0							0
126963	306761	437			10/22/2009 12:55:56	"FP"					0							0
126964	306767	437			10/22/2009 12:55:56	"FP"					0							0
126965	306782	437			10/22/2009 12:55:56	"FP"					0							0
126966	306783	437			10/22/2009 12:55:56	"FP"					0							0
126967	306796	437			10/22/2009 12:55:56	"FP"					0							0
126968	306797	437			10/22/2009 12:55:56	"FP"					0							0
126969	306798	437			10/22/2009 12:55:56	"FP"					0							0
126970	306799	437			10/22/2009 12:55:56	"FP"					0							0
126971	306891	437			10/22/2009 12:55:56	"FP"					0							0
126972	306944	437			10/22/2009 12:55:56	"FP"					0							0
126973	306945	437			10/22/2009 12:55:56	"FP"					0							0
126974	306946	437			10/22/2009 12:55:56	"FP"					0							0
126975	306947	437			10/22/2009 12:55:56	"FP"					0							0
126976	306973	437			10/22/2009 12:55:56	"FP"					0							0
126977	307009	437			10/22/2009 12:55:56	"FP"					0							0
126978	307025	437			10/22/2009 12:55:56	"FP"					0							0
126979	307026	437			10/22/2009 12:55:56	"FP"					0							0
126980	307045	437			10/22/2009 12:55:56	"FP"					0							0
126981	307134	437			10/22/2009 12:55:56	"FP"					0							0
126982	307153	437			10/22/2009 12:55:56	"FP"					0							0
126983	307154	437			10/22/2009 12:55:56	"FP"					0							0
126984	307155	437			10/22/2009 12:55:56	"FP"					0							0
126985	307156	437			10/22/2009 12:55:56	"FP"					0							0
126986	307201	437			10/22/2009 12:55:56	"FP"					0							0
126987	307260	437			10/22/2009 12:55:56	"FP"					0							0
126988	307281	437			10/22/2009 12:55:56	"FP"					0							0
126989	307282	437			10/22/2009 12:55:56	"FP"					0							0
126990	307283	437			10/22/2009 12:55:56	"FP"					0							0
126991	307284	437			10/22/2009 12:55:56	"FP"					0							0
126992	307367	437			10/22/2009 12:55:56	"FP"					0							0
126993	307380	437			10/22/2009 12:55:56	"FP"					0							0
126994	307521	437			10/22/2009 12:55:56	"FP"					0							0
126995	307522	437			10/22/2009 12:55:56	"FP"					0							0
126996	307523	437			10/22/2009 12:55:56	"FP"					0							0
126997	307524	437			10/22/2009 12:55:56	"FP"					0							0
126998	307569	437			10/22/2009 12:55:56	"FP"					0							0
126999	307571	437			10/22/2009 12:55:56	"FP"					0							0
127000	307572	437			10/22/2009 12:55:56	"FP"					0							0
127001	307573	437			10/22/2009 12:55:56	"FP"					0							0
127002	307585	437			10/22/2009 12:55:56	"FP"					0							0
127003	307612	437			10/22/2009 12:55:56	"FP"					0							0
127004	307613	437			10/22/2009 12:55:56	"FP"					0							0
127005	307623	437			10/22/2009 12:55:56	"FP"					0							0
127006	307624	437			10/22/2009 12:55:56	"FP"					0							0
127007	307645	437			10/22/2009 12:55:56	"FP"					0							0
127008	307646	437			10/22/2009 12:55:56	"FP"					0							0
127009	307647	437			10/22/2009 12:55:56	"FP"					0							0
127010	307648	437			10/22/2009 12:55:56	"FP"					0							0
127011	307649	437			10/22/2009 12:55:56	"FP"					0							0
127012	307665	437			10/22/2009 12:55:56	"FP"					0							0
127013	307670	437			10/22/2009 12:55:56	"FP"					0							0
127014	307717	437			10/22/2009 12:55:56	"FP"					0							0
127015	307718	437			10/22/2009 12:55:56	"FP"					0							0
127016	307719	437			10/22/2009 12:55:56	"FP"					0							0
127017	307720	437			10/22/2009 12:55:56	"FP"					0							0
127018	307803	437			10/22/2009 12:55:56	"FP"					0							0
127019	307804	437			10/22/2009 12:55:56	"FP"					0							0
127020	307805	437			10/22/2009 12:55:56	"FP"					0							0
127021	307854	437			10/22/2009 12:55:56	"FP"					0							0
127022	307863	437			10/22/2009 12:55:56	"FP"					0							0
127023	307886	437			10/22/2009 12:55:56	"FP"					0							0
127024	307887	437			10/22/2009 12:55:56	"FP"					0							0
127025	307906	437			10/22/2009 12:55:56	"FP"					0							0
127026	307907	437			10/22/2009 12:55:56	"FP"					0							0
127027	307908	437			10/22/2009 12:55:56	"FP"					0							0
127028	307909	437			10/22/2009 12:55:56	"FP"					0							0
127029	307910	437			10/22/2009 12:55:56	"FP"					0							0
127030	307911	437			10/22/2009 12:55:56	"FP"					0							0
127031	307912	437			10/22/2009 12:55:56	"FP"					0							0
127032	307913	437			10/22/2009 12:55:56	"FP"					0							0
127033	307935	437			10/22/2009 12:55:56	"FP"					0							0
127034	307936	437			10/22/2009 12:55:56	"FP"					0							0
127035	307937	437			10/22/2009 12:55:56	"FP"					0							0
127036	307938	437			10/22/2009 12:55:56	"FP"					0							0
127037	307939	437			10/22/2009 12:55:56	"FP"					0							0
127038	307940	437			10/22/2009 12:55:56	"FP"					0							0
127039	307941	437			10/22/2009 12:55:56	"FP"					0							0
127040	308019	437			10/22/2009 12:55:56	"FP"					0							0
127041	308020	437			10/22/2009 12:55:56	"FP"					0							0
127042	308021	437			10/22/2009 12:55:56	"FP"					0							0
127043	308022	437			10/22/2009 12:55:56	"FP"					0							0
127044	308079	437			10/22/2009 12:55:56	"FP"					0							0
127045	308080	437			10/22/2009 12:55:56	"FP"					0							0
127046	308081	437			10/22/2009 12:55:56	"FP"					0							0
127047	308082	437			10/22/2009 12:55:56	"FP"					0							0
127048	308083	437			10/22/2009 12:55:56	"FP"					0							0
127049	308084	437			10/22/2009 12:55:56	"FP"					0							0
127050	308085	437			10/22/2009 12:55:56	"FP"					0							0
127051	308086	437			10/22/2009 12:55:56	"FP"					0							0
127052	308087	437			10/22/2009 12:55:56	"FP"					0							0
127053	308088	437			10/22/2009 12:55:56	"FP"					0							0
127054	308089	437			10/22/2009 12:55:56	"FP"					0							0
127055	308090	437			10/22/2009 12:55:56	"FP"					0							0
127056	308091	437			10/22/2009 12:55:56	"FP"					0							0
127057	308092	437			10/22/2009 12:55:56	"FP"					0							0
127058	308093	437			10/22/2009 12:55:56	"FP"					0							0
127059	308094	437			10/22/2009 12:55:56	"FP"					0							0
127060	308095	437			10/22/2009 12:55:56	"FP"					0							0
127061	308131	437			10/22/2009 12:55:56	"FP"					0							0
127062	308199	437			10/22/2009 12:55:56	"FP"					0							0
127063	308200	437			10/22/2009 12:55:56	"FP"					0							0
127064	308201	437			10/22/2009 12:55:56	"FP"					0							0
127065	308202	437			10/22/2009 12:55:56	"FP"					0							0
127066	308203	437			10/22/2009 12:55:56	"FP"					0							0
127067	308204	437			10/22/2009 12:55:56	"FP"					0							0
127068	308205	437			10/22/2009 12:55:56	"FP"					0							0
127069	308206	437			10/22/2009 12:55:56	"FP"					0							0
127070	308296	437			10/22/2009 12:55:56	"FP"					0							0
127071	308306	437			10/22/2009 12:55:56	"FP"					0							0
127072	308307	437			10/22/2009 12:55:56	"FP"					0							0
127073	308387	437			10/22/2009 12:55:56	"FP"					0							0
127074	308409	437			10/22/2009 12:55:56	"FP"					0							0
127075	308410	437			10/22/2009 12:55:56	"FP"					0							0
127076	308411	437			10/22/2009 12:55:56	"FP"					0							0
127077	308412	437			10/22/2009 12:55:56	"FP"					0							0
127078	308490	437			10/22/2009 12:55:56	"FP"					0							0
127079	308491	437			10/22/2009 12:55:56	"FP"					0							0
127080	308492	437			10/22/2009 12:55:56	"FP"					0							0
127081	308493	437			10/22/2009 12:55:56	"FP"					0							0
127082	308494	437			10/22/2009 12:55:56	"FP"					0							0
127083	308507	437			10/22/2009 12:55:56	"FP"					0							0
127084	308534	437			10/22/2009 12:55:56	"FP"					0							0
127085	308535	437			10/22/2009 12:55:56	"FP"					0							0
127086	308536	437			10/22/2009 12:55:56	"FP"					0							0
127087	308537	437			10/22/2009 12:55:56	"FP"					0							0
127088	308559	437			10/22/2009 12:55:56	"FP"					0							0
127089	308560	437			10/22/2009 12:55:56	"FP"					0							0
127090	308591	437			10/22/2009 12:55:56	"FP"					0							0
127091	308592	437			10/22/2009 12:55:56	"FP"					0							0
127092	308650	437			10/22/2009 12:55:56	"FP"					0							0
127093	308696	437			10/22/2009 12:55:56	"FP"					0							0
127094	308722	437			10/22/2009 12:55:56	"FP"					0							0
127095	308723	437			10/22/2009 12:55:56	"FP"					0							0
127096	308735	437			10/22/2009 12:55:56	"FP"					0							0
127097	308755	437			10/22/2009 12:55:56	"FP"					0							0
127098	308768	437			10/22/2009 12:55:56	"FP"					0							0
127099	308775	437			10/22/2009 12:55:56	"FP"					0							0
127100	308809	437			10/22/2009 12:55:56	"FP"					0							0
127101	308810	437			10/22/2009 12:55:56	"FP"					0							0
127102	308811	437			10/22/2009 12:55:56	"FP"					0							0
127103	308812	437			10/22/2009 12:55:56	"FP"					0							0
127104	308835	437			10/22/2009 12:55:56	"FP"					0							0
127105	308839	437			10/22/2009 12:55:56	"FP"					0							0
127106	308841	437			10/22/2009 12:55:56	"FP"					0							0
127107	308849	437			10/22/2009 12:55:56	"FP"					0							0
127108	308879	437			10/22/2009 12:55:56	"FP"					0							0
127109	308887	437			10/22/2009 12:55:56	"FP"					0							0
127110	308927	437			10/22/2009 12:55:56	"FP"					0							0
127111	308933	437			10/22/2009 12:55:56	"FP"					0							0
127112	308953	437			10/22/2009 12:55:56	"FP"					0							0
127113	308954	437			10/22/2009 12:55:56	"FP"					0							0
127114	308955	437			10/22/2009 12:55:56	"FP"					0							0
127115	308996	437			10/22/2009 12:55:56	"FP"					0							0
127116	309000	437			10/22/2009 12:55:56	"FP"					0							0
127117	309031	437			10/22/2009 12:55:56	"FP"					0							0
127118	309091	437			10/22/2009 12:55:56	"FP"					0							0
127119	309142	437			10/22/2009 12:55:56	"FP"					0							0
127120	309143	437			10/22/2009 12:55:56	"FP"					0							0
127121	309175	437			10/22/2009 12:55:56	"FP"					0							0
127122	309177	437			10/22/2009 12:55:56	"FP"					0							0
127123	309218	437			10/22/2009 12:55:56	"FP"					0							0
127124	309241	437			10/22/2009 12:55:56	"FP"					0							0
127125	309242	437			10/22/2009 12:55:56	"FP"					0							0
127126	309282	437			10/22/2009 12:55:56	"FP"					0							0
127127	309303	437			10/22/2009 12:55:56	"FP"					0							0
127128	309307	437			10/22/2009 12:55:56	"FP"					0							0
127129	309348	437			10/22/2009 12:55:56	"FP"					0							0
127130	309376	437			10/22/2009 12:55:56	"FP"					0							0
126333	204810	437			10/22/2009 12:51:45	"FP"					0							0
126334	204811	437			10/22/2009 12:51:45	"FP"					0							0
126335	204813	437			10/22/2009 12:51:45	"FP"					0							0
126336	204814	437			10/22/2009 12:51:45	"FP"					0							0
126337	204815	437			10/22/2009 12:51:45	"FP"					0							0
126338	204817	437			10/22/2009 12:51:45	"FP"					0							0
126339	204818	437			10/22/2009 12:51:45	"FP"					0							0
126340	204819	437			10/22/2009 12:51:45	"FP"					0							0
126341	204820	437			10/22/2009 12:51:45	"FP"					0							0
126342	204821	437			10/22/2009 12:51:45	"FP"					0							0
126343	204822	437			10/22/2009 12:51:45	"FP"					0							0
126344	204829	437			10/22/2009 12:51:45	"FP"					0							0
126345	204830	437			10/22/2009 12:51:45	"FP"					0							0
126346	204831	437			10/22/2009 12:51:45	"FP"					0							0
126347	204835	437			10/22/2009 12:51:45	"FP"					0							0
126348	204836	437			10/22/2009 12:51:45	"FP"					0							0
126349	204839	437			10/22/2009 12:51:45	"FP"					0							0
126350	204840	437			10/22/2009 12:51:45	"FP"					0							0
126351	204841	437			10/22/2009 12:51:45	"FP"					0							0
